"project_name","commit_timestamp","commit_hash","loc","mc","ms","ml","me","ma","cc","cs","cl","ca","fa","tc","ts","tl","ta","uch","uunch","loc_catch","loc_finally","caught_exception"
"nutch","2013-08-07 22:44:01","04228aeb3493fe2ef041e1b3a2ea8ada7afa0cc4",33795,"124","663","2","789","1968","41","369","17","427","18","50","94","12","188","11","11","651","35","190"
"nutch","2013-11-21 23:03:18","6e002c53417677302059646c1fb115f765ab31bb",33563,"132","649","2","783","1960","38","371","13","422","18","50","83","12","177","11","11","648","35","193"
"nutch","2014-02-28 16:44:21","6e5f94f8b28dbfc4ff9e9c6a314b2d67619b22e3",34710,"133","683","2","818","2037","38","383","13","434","18","50","86","13","183","11","11","678","35","200"
"nutch","2014-06-05 10:34:01","adbccc4827fee28782522a3451f7e643ab449d00",34512,"134","670","2","806","1979","38","377","13","428","18","50","84","12","180","11","11","658","35","195"
"nutch","2014-09-08 22:37:19","e45ce0543a99314fe115efe17f21e2e1bb5654db",35396,"134","673","2","809","2028","38","378","12","428","19","50","85","12","181","11","11","659","36","195"
"nutch","2014-12-12 11:19:52","ac8ed38ddaa1e1efc3dc8681db1fe4694e2a470e",35757,"134","682","2","818","2042","38","380","12","430","21","49","88","12","183","11","11","664","44","201"
"nutch","2015-03-31 21:28:14","ec3955eca716a22d6f27f636867d486397e257c7",39028,"141","742","2","885","2245","38","407","16","461","29","53","107","14","208","11","11","701","61","216"
"nutch","2015-07-05 04:54:51","82d11a6e4e05de3f7c51f5a494e9bf66497ae679",41747,"143","783","2","928","2442","42","441","17","500","29","53","115","15","221","11","11","756","61","232"
"nutch","2015-10-12 20:21:06","322b8d79a2ec2e875467a13a761763c38f6c5721",46625,"150","831","3","984","2827","43","490","21","554","33","57","142","22","261","11","11","832","66","248"
"nutch","2016-01-15 11:45:27","80da5d782b7a406cb6108897dfc15644528b8e43",48014,"151","880","3","1034","2890","43","525","21","589","34","57","151","33","283","11","11","883","70","260"
"nutch","2016-04-19 04:20:38","a08804913c500b331c9296996ce1ba3d4929d3a8",50012,"157","892","3","1052","2966","44","549","22","615","36","64","165","33","301","11","11","946","73","278"
"nutch","2016-07-24 08:13:33","9f32fe84a0a2ec1fc3761cb6b0c277584b0ed484",50371,"157","899","3","1059","2993","44","551","21","616","36","64","165","33","300","11","11","948","73","278"
"nutch","2016-10-25 18:02:00","24cc2aa9c68fa356e4e926b6bf86bac99d52e38c",50818,"157","900","3","1060","3026","46","555","22","623","36","64","167","33","298","11","11","956","73","283"
