"project_name","commit_timestamp","commit_hash","loc","mc","ms","ml","me","ma","cc","cs","cl","ca","fa","tc","ts","tl","ta","uch","uunch","loc_catch","loc_finally","caught_exception"
"nutch","2013-11-21 23:03:18","6e002c53417677302059646c1fb115f765ab31bb",33563,"132","683","2","783","1960","33","347","12","422","18","50","86","44","177","11","11","648","35","190"
"nutch","2014-02-28 16:44:21","6e5f94f8b28dbfc4ff9e9c6a314b2d67619b22e3",34710,"133","718","2","818","2037","33","358","12","434","18","50","89","47","183","11","11","678","35","196"
"nutch","2014-06-05 10:34:01","adbccc4827fee28782522a3451f7e643ab449d00",34512,"134","705","2","806","1979","33","353","12","428","18","50","87","46","180","11","11","658","35","192"
"nutch","2014-09-08 22:37:19","e45ce0543a99314fe115efe17f21e2e1bb5654db",35396,"134","708","2","809","2028","33","354","11","428","19","50","88","46","181","11","11","659","36","192"
"nutch","2014-12-12 11:19:52","ac8ed38ddaa1e1efc3dc8681db1fe4694e2a470e",35757,"134","717","2","818","2042","33","359","11","430","21","49","91","46","183","11","11","664","44","198"
"nutch","2015-03-31 21:28:14","ec3955eca716a22d6f27f636867d486397e257c7",39028,"141","782","2","885","2245","33","386","15","461","29","53","110","48","208","11","11","701","61","213"
"nutch","2015-07-05 04:54:51","82d11a6e4e05de3f7c51f5a494e9bf66497ae679",41747,"143","823","2","928","2442","37","422","16","500","29","53","118","53","221","11","11","756","61","228"
"nutch","2015-10-12 20:21:06","322b8d79a2ec2e875467a13a761763c38f6c5721",46625,"150","877","3","984","2827","38","469","20","554","33","57","145","62","261","11","11","832","66","244"
"nutch","2016-01-15 11:45:27","80da5d782b7a406cb6108897dfc15644528b8e43",48014,"151","926","3","1034","2890","38","492","20","589","34","57","154","75","283","11","11","883","70","256"
"nutch","2016-04-19 04:20:38","a08804913c500b331c9296996ce1ba3d4929d3a8",50012,"157","944","3","1052","2966","39","512","21","615","36","64","168","72","301","11","11","946","73","272"
"nutch","2016-07-24 08:13:33","9f32fe84a0a2ec1fc3761cb6b0c277584b0ed484",50371,"157","951","3","1059","2993","39","514","20","616","36","64","168","71","300","11","11","948","73","272"
"nutch","2016-10-25 18:02:00","24cc2aa9c68fa356e4e926b6bf86bac99d52e38c",50818,"157","952","3","1060","3026","41","520","21","623","36","64","170","67","298","11","11","956","73","277"
